Observation,TextUrn,Image,Comments
urn:cite:op:168v.01,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@τ,"urn:cite:hmt:vaimg.VA168VN-0670@0.48,0.232,0.022,0.0158",
urn:cite:op:168v.02,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ω,"urn:cite:hmt:vaimg.VA168VN-0670@0.502,0.2207,0.016,0.0263",
urn:cite:op:168v.03,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ν,"urn:cite:hmt:vaimg.VA168VN-0670@0.518,0.2312,0.014,0.0158",
urn:cite:op:168v.04,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@υ,"urn:cite:hmt:vaimg.VA168VN-0670@0.533,0.2342,0.009,0.0083",
urn:cite:op:168v.05,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ν[2],"urn:cite:hmt:vaimg.VA168VN-0670@0.542,0.2342,0.012,0.0105",
urn:cite:op:168v.06,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@μ,"urn:cite:hmt:vaimg.VA168VN-0670@0.561,0.2305,0.015,0.0173",
urn:cite:op:168v.07,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@η,"urn:cite:hmt:vaimg.VA168VN-0670@0.576,0.2305,0.009,0.018",
urn:cite:op:168v.08,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@τ[2],"urn:cite:hmt:vaimg.VA168VN-0670@0.586,0.2372,0.018,0.0083",
urn:cite:op:168v.09,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@α,"urn:cite:hmt:vaimg.VA168VN-0670@0.608,0.2365,0.016,0.0105",
urn:cite:op:168v.10,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@π,"urn:cite:hmt:vaimg.VA168VN-0670@0.623,0.235,0.015,0.0113",
urn:cite:op:168v.11,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ο,"urn:cite:hmt:vaimg.VA168VN-0670@0.635,0.238,0.013,0.0075",
urn:cite:op:168v.12,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@λ,"urn:cite:hmt:vaimg.VA168VN-0670@0.645,0.2357,0.016,0.0128",
urn:cite:op:168v.13,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@η[2],"urn:cite:hmt:vaimg.VA168VN-0670@0.66,0.2342,0.014,0.015",
urn:cite:op:168v.14,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@γ,"urn:cite:hmt:vaimg.VA168VN-0670@0.672,0.238,0.009,0.012",
urn:cite:op:168v.15,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ε,"urn:cite:hmt:vaimg.VA168VN-0670@0.678,0.2327,0.014,0.0143",
urn:cite:op:168v.16,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@κ,"urn:cite:hmt:vaimg.VA168VN-0670@0.696,0.232,0.02,0.0188",
urn:cite:op:168v.17,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ε[2],"urn:cite:hmt:vaimg.VA168VN-0670@0.714,0.2357,0.012,0.0098",
urn:cite:op:168v.18,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@λ[2],"urn:cite:hmt:vaimg.VA168VN-0670@0.72,0.2357,0.016,0.0188",
urn:cite:op:168v.19,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ευ,"urn:cite:hmt:vaimg.VA168VN-0670@0.733,0.232,0.016,0.0158",ligature
urn:cite:op:168v.20,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ετ,"urn:cite:hmt:vaimg.VA168VN-0670@0.746,0.2357,0.014,0.0135",ligature
urn:cite:op:168v.21,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ε[3],"urn:cite:hmt:vaimg.VA168VN-0670@0.759,0.2342,0.011,0.0135",
urn:cite:op:168v.22,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@φ,"urn:cite:hmt:vaimg.VA168VN-0670@0.769,0.2305,0.014,0.0195",
urn:cite:op:168v.23,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ω[2],"urn:cite:hmt:vaimg.VA168VN-0670@0.783,0.2365,0.013,0.0105",
urn:cite:op:168v.24,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@τ[3],"urn:cite:hmt:vaimg.VA168VN-0670@0.794,0.2365,0.012,0.0098",
urn:cite:op:168v.25,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ι,"urn:cite:hmt:vaimg.VA168VN-0670@0.804,0.2342,0.011,0.012",
urn:cite:op:168v.26,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ε[4],"urn:cite:hmt:vaimg.VA168VN-0670@0.814,0.2342,0.015,0.012",
urn:cite:op:168v.27,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@κ[2],"urn:cite:hmt:vaimg.VA168VN-0670@0.828,0.2312,0.013,0.0173",
urn:cite:op:168v.28,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@α[2],"urn:cite:hmt:vaimg.VA168VN-0670@0.843,0.2365,0.015,0.009",
urn:cite:op:168v.29,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@στ,"urn:cite:hmt:vaimg.VA168VN-0670@0.857,0.2365,0.013,0.012",ligature
urn:cite:op:168v.30,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ω[3],"urn:cite:hmt:vaimg.VA168VN-0670@0.857,0.2365,0.013,0.012",
urn:cite:op:168v.31,urn:cts:greekLit:tlg0012.tlg001.msA:13.230@ι[2],"urn:cite:hmt:vaimg.VA168VN-0670@0.882,0.2372,0.006,0.009",
