Observation,TextUrn,Image,Comments
urn:cite:op:166v.01,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@α,"urn:cite:hmt:vaimg.VA166VN-0668@0.472,0.2231,0.022,0.0263",
urn:cite:op:166v.02,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@μ,"urn:cite:hmt:vaimg.VA166VN-0668@0.491,0.2337,0.013,0.0158",
urn:cite:op:166v.03,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@φ,"urn:cite:hmt:vaimg.VA166VN-0668@0.504,0.2292,0.014,0.021",
urn:cite:op:166v.04,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ι,"urn:cite:hmt:vaimg.VA166VN-0668@0.516,0.2344,0.012,0.0143",
urn:cite:op:166v.05,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@δ,"urn:cite:hmt:vaimg.VA166VN-0668@0.526,0.2273,0.017,0.0173",
urn:cite:op:166v.06,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@α[2],"urn:cite:hmt:vaimg.VA166VN-0668@0.5423,0.2337,0.0111,0.0087",
urn:cite:op:166v.07,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ρ,"urn:cite:hmt:vaimg.VA166VN-0668@0.553,0.2343,0.0088,0.014",
urn:cite:op:166v.08,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@α[3],"urn:cite:hmt:vaimg.VA166VN-0668@0.5688,0.2368,0.0136,0.007",
urn:cite:op:166v.09,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ι[2],"urn:cite:hmt:vaimg.VA166VN-0668@0.5825,0.2376,0.0052,0.0095",
urn:cite:op:166v.10,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@α[4],"urn:cite:hmt:vaimg.VA166VN-0668@0.5909,0.2373,0.0122,0.0061",
urn:cite:op:166v.11,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ν,"urn:cite:hmt:vaimg.VA166VN-0668@0.6031,0.2373,0.0085,0.0092",
urn:cite:op:166v.12,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@τ,"urn:cite:hmt:vaimg.VA166VN-0668@0.6134,0.2365,0.0074,0.0081",
urn:cite:op:166v.13,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@α[5],"urn:cite:hmt:vaimg.VA166VN-0668@0.6212,0.2359,0.0092,0.0075",
urn:cite:op:166v.14,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@σ,"urn:cite:hmt:vaimg.VA166VN-0668@0.6311,0.2345,0.0133,0.0106",
urn:cite:op:166v.15,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@δ[2],"urn:cite:hmt:vaimg.VA166VN-0668@0.644,0.2273,0.0173,0.0195",
