Observation,TextUrn,Image,Comments
urn:cite:op:leiden0.1,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ε, "urn:cite:hmt:vaimg.VA169RN-0340@0.1803,0.2078,0.0119,0.0142",
urn:cite:op:leiden0.2,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ρ, "urn:cite:hmt:vaimg.VA169RN-0340@0.1911,0.2083,0.0119,0.0142",
urn:cite:op:leiden0.3,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@χ, "urn:cite:hmt:vaimg.VA169RN-0340@0.2001,0.2092,0.0192,0.0142",
urn:cite:op:leiden0.4,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ο, "urn:cite:hmt:vaimg.VA169RN-0340@0.2166,0.2087,0.0081,0.0103",
urn:cite:op:leiden0.5,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@μ, "urn:cite:hmt:vaimg.VA169RN-0340@0.226,0.2097,0.0154,0.0103",
urn:cite:op:leiden0.6,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@α, "urn:cite:hmt:vaimg.VA169RN-0340@0.2418,0.2081,0.0121,0.0103",
urn:cite:op:leiden0.7,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι, "urn:cite:hmt:vaimg.VA169RN-0340@0.2531,0.2087,0.0067,0.0102",
urn:cite:op:leiden0.8,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ε[2], "urn:cite:hmt:vaimg.VA169RN-0340@0.2675,0.209,0.0094,0.0102",
urn:cite:op:leiden0.9,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[2], "urn:cite:hmt:vaimg.VA169RN-0340@0.2761,0.2092,0.0094,0.0102",
urn:cite:op:leiden0.10,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@τ, "urn:cite:hmt:vaimg.VA169RN-0340@0.2859,0.2094,0.0134,0.0102",
urn:cite:op:leiden0.11,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[3], "urn:cite:hmt:vaimg.VA169RN-0340@0.2957,0.209,0.0113,0.0102",
urn:cite:op:leiden0.12,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@τ[2], "urn:cite:hmt:vaimg.VA169RN-0340@0.3072,0.21,0.0154,0.0102",
urn:cite:op:leiden0.13,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ο[2], "urn:cite:hmt:vaimg.VA169RN-0340@0.3214,0.2098,0.0092,0.0102",
urn:cite:op:leiden0.14,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[4], "urn:cite:hmt:vaimg.VA169RN-0340@0.3299,0.2098,0.0092,0.0102",
urn:cite:op:leiden0.15,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@εγ, "urn:cite:hmt:vaimg.VA169RN-0340@0.3391,0.2062,0.0194,0.0158", ligature εγ,
urn:cite:op:leiden0.16,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@χ[2], "urn:cite:hmt:vaimg.VA169RN-0340@0.3529,0.2109,0.0144,0.0158",
urn:cite:op:leiden0.17,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ο[3], "urn:cite:hmt:vaimg.VA169RN-0340@0.3646,0.2101,0.01,0.0097",
urn:cite:op:leiden0.18,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@σ, "urn:cite:hmt:vaimg.VA169RN-0340@0.3742,0.2108,0.0161,0.0097",
urn:cite:op:leiden0.19,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ε[3], "urn:cite:hmt:vaimg.VA169RN-0340@0.3938,0.2097,0.0125,0.0097",
urn:cite:op:leiden0.20,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ν, "urn:cite:hmt:vaimg.VA169RN-0340@0.4042,0.212,0.0125,0.0097",
urn:cite:op:leiden0.21,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[5], "urn:cite:hmt:vaimg.VA169RN-0340@0.417,0.2103,0.009,0.0097",
urn:cite:op:leiden0.22,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@κ, "urn:cite:hmt:vaimg.VA169RN-0340@0.4259,0.2072,0.0125,0.0117",
urn:cite:op:leiden0.23,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@λ, "urn:cite:hmt:vaimg.VA169RN-0340@0.4393,0.2084,0.0125,0.0117",
urn:cite:op:leiden0.24,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[6], "urn:cite:hmt:vaimg.VA169RN-0340@0.451,0.2097,0.0075,0.0099",
urn:cite:op:leiden0.25,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@σ[2], "urn:cite:hmt:vaimg.VA169RN-0340@0.4593,0.2103,0.0121,0.0099",
urn:cite:op:leiden0.26,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[7], "urn:cite:hmt:vaimg.VA169RN-0340@0.4698,0.2101,0.0088,0.0099",
urn:cite:op:leiden0.27,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@η, "urn:cite:hmt:vaimg.VA169RN-0340@0.4777,0.2064,0.0117,0.013",
urn:cite:op:leiden0.28,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[8], "urn:cite:hmt:vaimg.VA169RN-0340@0.4904,0.2073,0.0077,0.013",
urn:cite:op:leiden0.29,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@σ, "urn:cite:hmt:vaimg.VA169RN-0340@0.4986,0.2078,0.0088,0.013",
urn:cite:op:leiden0.30,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[9], "urn:cite:hmt:vaimg.VA169RN-0340@0.5057,0.2084,0.0088,0.013",
urn:cite:op:leiden0.30,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[9], "urn:cite:hmt:vaimg.VA169RN-0340@0.5057,0.2084,0.0088,0.013",
urn:cite:op:leiden0.30,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[9], "urn:cite:hmt:vaimg.VA169RN-0340@0.5057,0.2084,0.0088,0.013",
urn:cite:op:leiden0.30,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[9], "urn:cite:hmt:vaimg.VA169RN-0340@0.5057,0.2084,0.0088,0.013",
urn:cite:op:leiden0.30,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[9], "urn:cite:hmt:vaimg.VA169RN-0340@0.5057,0.2084,0.0088,0.013",
urn:cite:op:leiden0.30,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[9], "urn:cite:hmt:vaimg.VA169RN-0340@0.5057,0.2084,0.0088,0.013",
urn:cite:op:leiden0.30,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[9], "urn:cite:hmt:vaimg.VA169RN-0340@0.5057,0.2084,0.0088,0.013",
urn:cite:op:leiden0.30,urn:cts:greekLit:tlg0012.tlg001.msA:13.256@ι[9], "urn:cite:hmt:vaimg.VA169RN-0340@0.5057,0.2084,0.0088,0.013",
