Observation,TextUrn,Image,Comments
urn:cite:op:167v.01,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@ν,"urn:cite:hmt:vaimg.VA167VN-0669@0.4787,0.2388,0.0162,0.0158",
urn:cite:op:167v.02,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@υ,"urn:cite:hmt:vaimg.VA167VN-0669@0.4927,0.2288,0.0166,0.0249",
urn:cite:op:167v.03,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@ξ,"urn:cite:hmt:vaimg.VA167VN-0669@0.5019,0.2346,0.0166,0.0249",
urn:cite:op:167v.04,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@ε,"urn:cite:hmt:vaimg.VA167VN-0669@0.5203,0.2288,0.0166,0.0249",
urn:cite:op:167v.05,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@κ,"urn:cite:hmt:vaimg.VA167VN-0669@0.5325,0.2302,0.0166,0.0249",
urn:cite:op:167v.06,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@δ,"urn:cite:hmt:vaimg.VA167VN-0669@0.5502,0.2299,0.0136,0.0249",
urn:cite:op:167v.07,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@εσ,"urn:cite:hmt:vaimg.VA167VN-0669@0.5616,0.226,0.021,0.0249",εσ ligature
urn:cite:op:167v.08,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@π,"urn:cite:hmt:vaimg.VA167VN-0669@0.5738,0.2354,0.021,0.0174",
urn:cite:op:167v.09,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@α,"urn:cite:hmt:vaimg.VA167VN-0669@0.5897,0.2343,0.014,0.0174",
urn:cite:op:167v.10,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@σ,"urn:cite:hmt:vaimg.VA167VN-0669@0.6011,0.2341,0.014,0.0174",
urn:cite:op:167v.11,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@ε[2],"urn:cite:hmt:vaimg.VA167VN-0669@0.613,0.2341,0.0133,0.0197",
urn:cite:op:167v.12,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@v[2],"urn:cite:hmt:vaimg.VA167VN-0669@0.6248,0.235,0.0133,0.0197",
urn:cite:op:167v.13,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@εγ,"urn:cite:hmt:vaimg.VA167VN-0669@0.6373,0.2286,0.0232,0.0242",εγ ligature
urn:cite:op:167v.14,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@χ,"urn:cite:hmt:vaimg.VA167VN-0669@0.6546,0.2325,0.0147,0.0242",
urn:cite:op:167v.15,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@ο,"urn:cite:hmt:vaimg.VA167VN-0669@0.6638,0.2386,0.0107,0.01",
urn:cite:op:167v.16,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@σ[2],"urn:cite:hmt:vaimg.VA167VN-0669@0.6745,0.2386,0.0136,0.01",
urn:cite:op:167v.17,urn:cts:greekLit:tlg0012.tlg001.msA:13.178@ο[2],"urn:cite:hmt:vaimg.VA167VN-0669@0.6915,0.2355,0.0177,0.0133",
