Observation,TextUrn,Image,Comments
urn:cite:op:166rS.01,urn:cts:greekLit:tlg5026.msA.hmt:13.c1@φ,"urn:cite:hmt:vaimg.VA166RN-0337@0.2141,0.0977,0.0103,0.0136",
urn:cite:op:166rS.02,urn:cts:greekLit:tlg5026.msA.hmt:13.c1@υ,"urn:cite:hmt:vaimg.VA166RN-0337@0.2218,0.0977,0.0092,0.0122",
urn:cite:op:166rS.03,urn:cts:greekLit:tlg5026.msA.hmt:13.c1@ζ,"urn:cite:hmt:vaimg.VA166RN-0337@0.2263,0.0977,0.0092,0.0136",
urn:cite:op:166rS.04,urn:cts:greekLit:tlg5026.msA.hmt:13.c1@α,"urn:cite:hmt:vaimg.VA166RN-0337@0.2347,0.0977,0.0092,0.0125",
urn:cite:op:166rS.05,urn:cts:greekLit:tlg5026.msA.hmt:13.c1@κ,"urn:cite:hmt:vaimg.VA166RN-0337@0.2417,0.0977,0.0092,0.0125",
urn:cite:op:166rS.06,urn:cts:greekLit:tlg5026.msA.hmt:13.c1@ι,"urn:cite:hmt:vaimg.VA166RN-0337@0.2487,0.0977,0.007,0.0108",
urn:cite:op:166rS.07,urn:cts:greekLit:tlg5026.msA.hmt:13.c1@ν,"urn:cite:hmt:vaimg.VA166RN-0337@0.2534,0.0994,0.0061,0.0082",
urn:cite:op:166rS.08,urn:cts:greekLit:tlg5026.msA.hmt:13.c1@η,"urn:cite:hmt:vaimg.VA166RN-0337@0.2582,0.1008,0.0061,0.0068",
urn:cite:op:166rS.09,urn:cts:greekLit:tlg5026.msA.hmt:13.c1@ς,"urn:cite:hmt:vaimg.VA166RN-0337@0.2628,0.1,0.0061,0.0068",
urn:cite:op:166rS.10,urn:cts:greekLit:tlg5026.msA.hmt:13.c1@ε,"urn:cite:hmt:vaimg.VA166RN-0337@0.2689,0.1003,0.0061,0.0068",
urn:cite:op:166rS.11,urn:cts:greekLit:tlg5026.msA.hmt:13.c1@λ,"urn:cite:hmt:vaimg.VA166RN-0337@0.2743,0.1,0.0061,0.0068",
urn:cite:op:166rS.12,urn:cts:greekLit:tlg5026.msA.hmt:13.c1@α[2],"urn:cite:hmt:vaimg.VA166RN-0337@0.2798,0.101,0.0061,0.0054",
