Observation,TextUrn,Image,Comments
urn:cite:op:168rS.01,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@η,"urn:cite:hmt:vaimg.VA168RN-0339@0.6698,0.3542,0.0046,0.0054",
urn:cite:op:168rS.02,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@λ,"urn:cite:hmt:vaimg.VA168RN-0339@0.6761,0.3537,0.0067,0.0056",
urn:cite:op:168rS.03,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@θ,"urn:cite:hmt:vaimg.VA168RN-0339@0.6835,0.3522,0.0094,0.0081",
urn:cite:op:168rS.04,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@ε,"urn:cite:hmt:vaimg.VA168RN-0339@0.6925,0.3542,0.0034,0.0049",
urn:cite:op:168rS.05,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@κ,"urn:cite:hmt:vaimg.VA168RN-0339@0.6966,0.351,0.0072,0.0091",
urn:cite:op:168rS.06,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@α,"urn:cite:hmt:vaimg.VA168RN-0339@0.7033,0.3536,0.0056,0.006",
urn:cite:op:168rS.07,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@τ,"urn:cite:hmt:vaimg.VA168RN-0339@0.7087,0.3558,0.0058,0.0041",
urn:cite:op:168rS.08,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@ι,"urn:cite:hmt:vaimg.VA168RN-0339@0.7161,0.3556,0.0028,0.0066",
urn:cite:op:168rS.09,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@γ,"urn:cite:hmt:vaimg.VA168RN-0339@0.7214,0.3548,0.0051,0.0044",
urn:cite:op:168rS.10,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@ν,"urn:cite:hmt:vaimg.VA168RN-0339@0.7263,0.3548,0.0043,0.0035",
urn:cite:op:168rS.11,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@υ,"urn:cite:hmt:vaimg.VA168RN-0339@0.7307,0.3548,0.0038,0.0028",
urn:cite:op:168rS.12,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@η[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.7368,0.3539,0.0035,0.0042",
urn:cite:op:168rS.13,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@ν[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.7413,0.3547,0.0045,0.0034",
urn:cite:op:168rS.14,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@ι[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.7551,0.3508,0.0042,0.0112",
urn:cite:op:168rS.15,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@ω,"urn:cite:hmt:vaimg.VA168RN-0339@0.7603,0.3552,0.0064,0.003",
urn:cite:op:168rS.16,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@ν[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.7672,0.3553,0.0053,0.0045",
urn:cite:op:168rS.17,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@ι[3],"urn:cite:hmt:vaimg.VA168RN-0339@0.7733,0.3546,0.0022,0.0039",
urn:cite:op:168rS.18,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@κ[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.7768,0.3528,0.0056,0.0054",
urn:cite:op:168rS.19,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@ω[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.7828,0.3549,0.0053,0.0027",
urn:cite:op:168rS.20,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@σ,"urn:cite:hmt:vaimg.VA168RN-0339@0.7888,0.3542,0.0058,0.004",
urn:cite:op:168rS.21,urn:cts:greekLit:tlg5026.msA:hmt:13.168r1@μ,"urn:cite:hmt:vaimg.VA168RN-0339@0.6711,0.3653,0.0089,0.0079",
