Observation,TextUrn,Image,Comments
urn:cite:op:165vS.01,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@χ,"urn:cite:hmt:vaimg.VA165VN-0667@0.2199,0.3475,0.0123,0.0109",
urn:cite:op:165vS.02,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@α,"urn:cite:hmt:vaimg.VA165VN-0667@0.2305,0.3466,0.008,0.0081",
urn:cite:op:165vS.03,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ρ,"urn:cite:hmt:vaimg.VA165VN-0667@0.2372,0.3483,0.0068,0.0081",
urn:cite:op:165vS.04,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@μ,"urn:cite:hmt:vaimg.VA165VN-0667@0.2443,0.3469,0.0106,0.0075",
urn:cite:op:165vS.05,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@η,"urn:cite:hmt:vaimg.VA165VN-0667@0.254,0.3481,0.0045,0.0045",
urn:cite:op:165vS.06,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@γ,"urn:cite:hmt:vaimg.VA165VN-0667@0.2604,0.348,0.0067,0.0052",
urn:cite:op:165vS.07,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@η[2],"urn:cite:hmt:vaimg.VA165VN-0667@0.266,0.3479,0.0064,0.0052",
urn:cite:op:165vS.08,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@θ,"urn:cite:hmt:vaimg.VA165VN-0667@0.2719,0.3456,0.0064,0.0072",
urn:cite:op:165vS.09,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ο,"urn:cite:hmt:vaimg.VA165VN-0667@0.2782,0.3468,0.0055,0.0057",
urn:cite:op:165vS.10,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@σ,"urn:cite:hmt:vaimg.VA165VN-0667@0.2841,0.3473,0.0055,0.0057",
urn:cite:op:165vS.11,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@υ,"urn:cite:hmt:vaimg.VA165VN-0667@0.29,0.3473,0.0055,0.0057",
urn:cite:op:165vS.12,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ν,"urn:cite:hmt:vaimg.VA165VN-0667@0.2964,0.3477,0.0076,0.0048",
urn:cite:op:165vS.13,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ο[2],"urn:cite:hmt:vaimg.VA165VN-0667@0.3042,0.3474,0.0052,0.0048",
urn:cite:op:165vS.14,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ι,"urn:cite:hmt:vaimg.VA165VN-0667@0.3086,0.3474,0.0052,0.0048",
urn:cite:op:165vS.15,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@χ[2],"urn:cite:hmt:vaimg.VA165VN-0667@0.3148,0.3468,0.0141,0.0097",
urn:cite:op:165vS.16,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@α[2],"urn:cite:hmt:vaimg.VA165VN-0667@0.3276,0.346,0.0069,0.0062",
urn:cite:op:165vS.17,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ι[2],"urn:cite:hmt:vaimg.VA165VN-0667@0.334,0.3468,0.0039,0.0062",
urn:cite:op:165vS.18,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ρ[2],"urn:cite:hmt:vaimg.VA165VN-0667@0.3383,0.347,0.0072,0.0062",
urn:cite:op:165vS.19,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ο[3],"urn:cite:hmt:vaimg.VA165VN-0667@0.3437,0.3469,0.0054,0.0062",
urn:cite:op:165vS.20,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ν[2],"urn:cite:hmt:vaimg.VA165VN-0667@0.3492,0.3464,0.006,0.0066",
urn:cite:op:165vS.21,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@τ,"urn:cite:hmt:vaimg.VA165VN-0667@0.3543,0.3459,0.0047,0.0066",
urn:cite:op:165vS.22,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@εσ,"urn:cite:hmt:vaimg.VA165VN-0667@0.3581,0.3442,0.0115,0.0076",ligature εσ
urn:cite:op:165vS.23,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@τ[2],"urn:cite:hmt:vaimg.VA165VN-0667@0.3697,0.3471,0.0066,0.005",
urn:cite:op:165vS.24,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@η[3],"urn:cite:hmt:vaimg.VA165VN-0667@0.3758,0.3471,0.0058,0.005",
urn:cite:op:165vS.25,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ι[3],"urn:cite:hmt:vaimg.VA165VN-0667@0.381,0.3471,0.0058,0.005",
urn:cite:op:165vS.26,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@μ[2],"urn:cite:hmt:vaimg.VA165VN-0667@0.3863,0.3469,0.0083,0.005",
urn:cite:op:165vS.27,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@α[3],"urn:cite:hmt:vaimg.VA165VN-0667@0.3944,0.3466,0.0065,0.005",
urn:cite:op:165vS.28,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@χ[3],"urn:cite:hmt:vaimg.VA165VN-0667@0.3972,0.3475,0.0088,0.0079",
urn:cite:op:165vS.29,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@η[4],"urn:cite:hmt:vaimg.VA165VN-0667@0.4054,0.3441,0.0052,0.007",
urn:cite:op:165vS.30,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ι[4],"urn:cite:hmt:vaimg.VA165VN-0667@0.4098,0.3452,0.0052,0.007",
urn:cite:op:165vS.31,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@εστ,"urn:cite:hmt:vaimg.VA165VN-0667@0.2292,0.3595,0.0102,0.0088",ligature εστ
urn:cite:op:165vS.32,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ι[5],"urn:cite:hmt:vaimg.VA165VN-0667@0.238,0.3601,0.005,0.0088",
urn:cite:op:165vS.33,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@δ,"urn:cite:hmt:vaimg.VA165VN-0667@0.2428,0.3588,0.005,0.0088",
urn:cite:op:165vS.34,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ε,"urn:cite:hmt:vaimg.VA165VN-0667@0.2476,0.3599,0.0062,0.0088",
urn:cite:op:165vS.35,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@ο[4],"urn:cite:hmt:vaimg.VA165VN-0667@0.2542,0.3627,0.006,0.0038",
urn:cite:op:165vS.36,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@τε,"urn:cite:hmt:vaimg.VA165VN-0667@0.2607,0.3602,0.011,0.0076",ligature τε
urn:cite:op:165vS.37,urn:cts:greekLit:tlg5026.msA:hmt:13.165v1@δ[2],"urn:cite:hmt:vaimg.VA165VN-0667@0.2736,0.3586,0.0081,0.0075",
