Observation,TextUrn,Image,Comments
urn:cite:op:leiden0.70, urn:cts:greekLit:tlg5026.msA:hmt:13.1@ζ, "urn:cite:hmt:vaimg.VA164RN-0335@0.1932,0.0958,0.0126,0.0163",
urn:cite:op:leiden0.71, urn:cts:greekLit:tlg5026.msA:hmt:13.1@ε, "urn:cite:hmt:vaimg.VA164RN-0335@0.2022,0.0973,0.0086,0.0102",
urn:cite:op:leiden0.72, urn:cts:greekLit:tlg5026.msA:hmt:13.1@υ, "urn:cite:hmt:vaimg.VA164RN-0335@0.2078,0.098,0.0096,0.0068",
urn:cite:op:leiden0.73, urn:cts:greekLit:tlg5026.msA:hmt:13.1@σ, "urn:cite:hmt:vaimg.VA164RN-0335@0.2158,0.0992,0.006,0.0057",
urn:cite:op:leiden0.74, urn:cts:greekLit:tlg5026.msA:hmt:13.1@δ, "urn:cite:hmt:vaimg.VA164RN-0335@0.2218,0.0988,0.0111,0.0076",
urn:cite:op:leiden0.75, urn:cts:greekLit:tlg5026.msA:hmt:13.1@ε[2], "urn:cite:hmt:vaimg.VA164RN-0335@0.2344,0.0984,0.006,0.0068",
urn:cite:op:leiden0.76, urn:cts:greekLit:tlg5026.msA:hmt:13.1@π, "urn:cite:hmt:vaimg.VA164RN-0335@0.2395,0.098,0.0081,0.0079",
urn:cite:op:leiden0.77, urn:cts:greekLit:tlg5026.msA:hmt:13.1@3[3], "urn:cite:hmt:vaimg.VA164RN-0335@0.247,0.0969,0.0055,0.0079",
urn:cite:op:leiden0.78, urn:cts:greekLit:tlg5026.msA:hmt:13.1@ι, "urn:cite:hmt:vaimg.VA164RN-0335@0.25,0.0962,0.0081,0.0087",
urn:cite:op:leiden0.79, urn:cts:greekLit:tlg5026.msA:hmt:13.1@ο, "urn:cite:hmt:vaimg.VA164RN-0335@0.2541,0.0984,0.0086,0.0064",
urn:cite:op:leiden0.80, urn:cts:greekLit:tlg5026.msA:hmt:13.1@υ[2], "urn:cite:hmt:vaimg.VA164RN-0335@0.2601,0.0973,0.0065,0.0083",
urn:cite:op:leiden0.81, urn:cts:greekLit:tlg5026.msA:hmt:13.1@ν, "urn:cite:hmt:vaimg.VA164RN-0335@0.2677,0.0973,0.0065,0.0083",
urn:cite:op:leiden0.82, urn:cts:greekLit:tlg5026.msA:hmt:13.1@τ, "urn:cite:hmt:vaimg.VA164RN-0335@0.2787,0.0977,0.0065,0.0083",
urn:cite:op:leiden0.83, urn:cts:greekLit:tlg5026.msA:hmt:13.1@ρ, "urn:cite:hmt:vaimg.VA164RN-0335@0.2838,0.0977,0.0065,0.0083",
urn:cite:op:leiden0.84, urn:cts:greekLit:tlg5026.msA:hmt:13.1@ω, "urn:cite:hmt:vaimg.VA164RN-0335@0.2913,0.0977,0.0065,0.0083",
urn:cite:op:leiden0.85, urn:cts:greekLit:tlg5026.msA:hmt:13.1@α, "urn:cite:hmt:vaimg.VA164RN-0335@0.3009,0.0973,0.0065,0.0083",
urn:cite:op:leiden0.86, urn:cts:greekLit:tlg5026.msA:hmt:13.1@σ [2], "urn:cite:hmt:vaimg.VA164RN-0335@0.3064,0.0977,0.0065,0.0083",
urn:cite:op:leiden0.87, urn:cts:greekLit:tlg5026.msA:hmt:13.1@τ[2], "urn:cite:hmt:vaimg.VA164RN-0335@0.3145,0.0973,0.0065,0.0083",
