Observation,TextUrn,Image,Comments
urn:cite:op:169rS.01,urn:cts:greekLit:tlg5026.msA:hmt:13.257@τ,"urn:cite:hmt:vaimg.VA169RN-0340@0.1882,0.0945,0.0113,0.011",
urn:cite:op:169rS.02,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ο,"urn:cite:hmt:vaimg.VA169RN-0340@0.1975,0.0992,0.0064,0.0059",
urn:cite:op:169rS.03,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ν,"urn:cite:hmt:vaimg.VA169RN-0340@0.2054,0.0981,0.0069,0.0059",
urn:cite:op:169rS.04,urn:cts:greekLit:tlg5026.msA:hmt:13.257@υ,"urn:cite:hmt:vaimg.VA169RN-0340@0.2112,0.0992,0.0054,0.0048",
urn:cite:op:169rS.05,urn:cts:greekLit:tlg5026.msA:hmt:13.257@γ,"urn:cite:hmt:vaimg.VA169RN-0340@0.2161,0.0981,0.0074,0.0077",
urn:cite:op:169rS.06,urn:cts:greekLit:tlg5026.msA:hmt:13.257@α,"urn:cite:hmt:vaimg.VA169RN-0340@0.222,0.0974,0.0054,0.007",
urn:cite:op:169rS.07,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ρ,"urn:cite:hmt:vaimg.VA169RN-0340@0.2259,0.0996,0.0064,0.0063",
urn:cite:op:169rS.08,urn:cts:greekLit:tlg5026.msA:hmt:13.257@κ,"urn:cite:hmt:vaimg.VA169RN-0340@0.2323,0.0956,0.0093,0.0096",
urn:cite:op:169rS.09,urn:cts:greekLit:tlg5026.msA:hmt:13.257@α[2],"urn:cite:hmt:vaimg.VA169RN-0340@0.2402,0.0974,0.0078,0.0074",
urn:cite:op:169rS.10,urn:cts:greekLit:tlg5026.msA:hmt:13.257@τ[2],"urn:cite:hmt:vaimg.VA169RN-0340@0.2475,0.0989,0.0059,0.0066",
urn:cite:op:169rS.11,urn:cts:greekLit:tlg5026.msA:hmt:13.257@α[3],"urn:cite:hmt:vaimg.VA169RN-0340@0.2568,0.0985,0.0064,0.0055",
urn:cite:op:169rS.12,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ξ,"urn:cite:hmt:vaimg.VA169RN-0340@0.2637,0.0978,0.0093,0.011",
urn:cite:op:169rS.13,urn:cts:greekLit:tlg5026.msA:hmt:13.257@α[4],"urn:cite:hmt:vaimg.VA169RN-0340@0.271,0.0974,0.0064,0.0077",
urn:cite:op:169rS.14,urn:cts:greekLit:tlg5026.msA:hmt:13.257@μ,"urn:cite:hmt:vaimg.VA169RN-0340@0.2789,0.0985,0.0093,0.0048",
urn:cite:op:169rS.15,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ε,"urn:cite:hmt:vaimg.VA169RN-0340@0.2867,0.0974,0.0059,0.0059",
urn:cite:op:169rS.16,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ν[2],"urn:cite:hmt:vaimg.VA169RN-0340@0.2916,0.0967,0.0054,0.0074",
urn:cite:op:169rS.17,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ο[2],"urn:cite:hmt:vaimg.VA169RN-0340@0.3019,0.0981,0.0049,0.0063",
urn:cite:op:169rS.18,urn:cts:greekLit:tlg5026.msA:hmt:13.257@π,"urn:cite:hmt:vaimg.VA169RN-0340@0.3088,0.0981,0.0098,0.0066",
urn:cite:op:169rS.19,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ρ,"urn:cite:hmt:vaimg.VA169RN-0340@0.3166,0.0989,0.0064,0.007",
urn:cite:op:169rS.20,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ι,"urn:cite:hmt:vaimg.VA169RN-0340@0.322,0.0981,0.0049,0.007",
urn:cite:op:169rS.21,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ν[3],"urn:cite:hmt:vaimg.VA169RN-0340@0.3289,0.0978,0.0059,0.0066",
urn:cite:op:169rS.22,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ε[2],"urn:cite:hmt:vaimg.VA169RN-0340@0.3352,0.0978,0.0069,0.007",
urn:cite:op:169rS.23,urn:cts:greekLit:tlg5026.msA:hmt:13.257@χ,"urn:cite:hmt:vaimg.VA169RN-0340@0.3435,0.0963,0.0106,0.0112",
urn:cite:op:169rS.24,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ε[3],"urn:cite:hmt:vaimg.VA169RN-0340@0.3522,0.0967,0.0048,0.0073",
urn:cite:op:169rS.25,urn:cts:greekLit:tlg5026.msA:hmt:13.257@σ,"urn:cite:hmt:vaimg.VA169RN-0340@0.3556,0.0981,0.0068,0.0044",
urn:cite:op:169rS.26,urn:cts:greekLit:tlg5026.msA:hmt:13.257@κ[2],"urn:cite:hmt:vaimg.VA169RN-0340@0.3638,0.0938,0.0092,0.012",
urn:cite:op:169rS.27,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ο[3],"urn:cite:hmt:vaimg.VA169RN-0340@0.3725,0.0992,0.0068,0.0047",
urn:cite:op:169rS.28,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ν[4],"urn:cite:hmt:vaimg.VA169RN-0340@0.3778,0.0992,0.0073,0.0054",
urn:cite:op:169rS.29,urn:cts:greekLit:tlg5026.msA:hmt:13.257@π[2],"urn:cite:hmt:vaimg.VA169RN-0340@0.3967,0.0996,0.0135,0.0087",
urn:cite:op:169rS.30,urn:cts:greekLit:tlg5026.msA:hmt:13.257@λ,"urn:cite:hmt:vaimg.VA169RN-0340@0.4073,0.096,0.0116,0.0134",
urn:cite:op:169rS.31,urn:cts:greekLit:tlg5026.msA:hmt:13.257@η,"urn:cite:hmt:vaimg.VA169RN-0340@0.418,0.1014,0.0068,0.0069",
urn:cite:op:169rS.32,urn:cts:greekLit:tlg5026.msA:hmt:13.257@θ,"urn:cite:hmt:vaimg.VA169RN-0340@0.418,0.1014,0.0068,0.0069",
urn:cite:op:169rS.33,urn:cts:greekLit:tlg5026.msA:hmt:13.257@υ[2],"urn:cite:hmt:vaimg.VA169RN-0340@0.4373,0.1025,0.0063,0.0058",
urn:cite:op:169rS.34,urn:cts:greekLit:tlg5026.msA:hmt:13.257@ν[5],"urn:cite:hmt:vaimg.VA169RN-0340@0.4422,0.1025,0.0068,0.0044",
urn:cite:op:169rS.35,urn:cts:greekLit:tlg5026.msA:hmt:13.257@τ[3],"urn:cite:hmt:vaimg.VA169RN-0340@0.4489,0.1021,0.0058,0.0054",
