urn:cite:op:leiden1.1,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ε,"urn:cite:hmt:vaimg.VA165RN-0336@0.2,0.1983,0.026,0.0248",
urn:cite:op:leiden1.2,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ξ,"urn:cite:hmt:vaimg.VA165RN-0336@0.212,0.2096,0.017,0.0225",
urn:cite:op:leiden1.3,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ο,"urn:cite:hmt:vaimg.VA165RN-0336@0.222,0.2074,0.017,0.0225",
urn:cite:op:leiden1.4,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@υ,"urn:cite:hmt:vaimg.VA165RN-0336@0.234,0.2096,0.014,0.0173",
urn:cite:op:leiden1.5,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@σ,"urn:cite:hmt:vaimg.VA165RN-0336@0.244,0.2081,0.014,0.0173",
urn:cite:op:leiden1.6,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ι,"urn:cite:hmt:vaimg.VA165RN-0336@0.249,0.2081,0.014,0.0173",
urn:cite:op:leiden1.7,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ν,"urn:cite:hmt:vaimg.VA165RN-0336@0.2619,0.2082,0.0129,0.0148",
urn:cite:op:leiden1.8,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@γ,"urn:cite:hmt:vaimg.VA165RN-0336@0.2725,0.209,0.0158,0.0192",
urn:cite:op:leiden1.9,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@α,"urn:cite:hmt:vaimg.VA165RN-0336@0.2851,0.2104,0.0133,0.0162",
urn:cite:op:leiden1.10,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ρ,"urn:cite:hmt:vaimg.VA165RN-0336@0.2965,0.2118,0.0122,0.0173",
urn:cite:op:leiden1.11,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@π,"urn:cite:hmt:vaimg.VA165RN-0336@0.3083,0.2118,0.0214,0.0148",
urn:cite:op:leiden1.12,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@α[2],"urn:cite:hmt:vaimg.VA165RN-0336@0.3267,0.2124,0.014,0.0103",
urn:cite:op:leiden1.13,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ν[2],"urn:cite:hmt:vaimg.VA165RN-0336@0.3374,0.2135,0.0151,0.0128",
urn:cite:op:leiden1.14,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@τ,"urn:cite:hmt:vaimg.VA165RN-0336@0.3495,0.214,0.0118,0.0123",
urn:cite:op:leiden1.15,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@α[3],"urn:cite:hmt:vaimg.VA165RN-0336@0.3591,0.214,0.0147,0.0123",
urn:cite:op:leiden1.16,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@σ[2],"urn:cite:hmt:vaimg.VA165RN-0336@0.3717,0.2135,0.0169,0.0136",
urn:cite:op:leiden1.17,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ε[2],"urn:cite:hmt:vaimg.VA165RN-0336@0.3849,0.2057,0.0158,0.0253",
urn:cite:op:leiden1.18,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@υ[2],"urn:cite:hmt:vaimg.VA165RN-0336@0.3971,0.2071,0.0158,0.0253",
urn:cite:op:leiden1.19,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@κ,"urn:cite:hmt:vaimg.VA165RN-0336@0.4111,0.2065,0.0158,0.0253",
urn:cite:op:leiden1.20,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ν,"urn:cite:hmt:vaimg.VA165RN-0336@0.4243,0.2065,0.0158,0.0253",
urn:cite:op:leiden1.21,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@η,"urn:cite:hmt:vaimg.VA165RN-0336@0.4387,0.209,0.0169,0.0164",
urn:cite:op:leiden1.22,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@μ,"urn:cite:hmt:vaimg.VA165RN-0336@0.4527,0.2138,0.014,0.0167",
urn:cite:op:leiden1.23,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ι[2],"urn:cite:hmt:vaimg.VA165RN-0336@0.4645,0.2149,0.0099,0.0134",
urn:cite:op:leiden1.24,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@δ,"urn:cite:hmt:vaimg.VA165RN-0336@0.4719,0.2126,0.0147,0.017",
urn:cite:op:leiden1.25,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@εσ,"urn:cite:hmt:vaimg.VA165RN-0336@0.484,0.2118,0.0195,0.0184",εσ ligature
urn:cite:op:leiden1.26,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@α[4],"urn:cite:hmt:vaimg.VA165RN-0336@0.5025,0.2101,0.0155,0.0156",
urn:cite:op:leiden1.27,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@χ,"urn:cite:hmt:vaimg.VA165RN-0336@0.512,0.2132,0.0177,0.0184",
urn:cite:op:leiden1.28,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@α[5],"urn:cite:hmt:vaimg.VA165RN-0336@0.5257,0.2151,0.0122,0.0111",
urn:cite:op:leiden1.29,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ι[3],"urn:cite:hmt:vaimg.VA165RN-0336@0.5349,0.2168,0.0081,0.012",
urn:cite:op:leiden1.30,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ο[2],"urn:cite:hmt:vaimg.VA165RN-0336@0.5397,0.2163,0.0103,0.0111",
urn:cite:op:leiden1.31,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ι[4],"urn:cite:hmt:vaimg.VA165RN-0336@0.5478,0.2079,0.0147,0.0192",
urn:cite:op:leiden1.32,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@α,"urn:cite:hmt:vaimg.VA166VN-0668@0.472,0.2231,0.022,0.0263",
urn:cite:op:leiden1.33,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@μ,"urn:cite:hmt:vaimg.VA166VN-0668@0.491,0.2337,0.013,0.0158",
urn:cite:op:leiden1.34,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@φ,"urn:cite:hmt:vaimg.VA166VN-0668@0.504,0.2292,0.014,0.021",
urn:cite:op:leiden1.35,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ι,"urn:cite:hmt:vaimg.VA166VN-0668@0.516,0.2344,0.012,0.0143",
urn:cite:op:leiden1.36,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@δ,"urn:cite:hmt:vaimg.VA166VN-0668@0.526,0.2273,0.017,0.0173",
urn:cite:op:leiden1.37,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@α[2],"urn:cite:hmt:vaimg.VA166VN-0668@0.5423,0.2337,0.0111,0.0087",
urn:cite:op:leiden1.38,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ρ,"urn:cite:hmt:vaimg.VA166VN-0668@0.553,0.2343,0.0088,0.014",
urn:cite:op:leiden1.39,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@α[3],"urn:cite:hmt:vaimg.VA166VN-0668@0.5688,0.2368,0.0136,0.007",
urn:cite:op:leiden1.40,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ι[2],"urn:cite:hmt:vaimg.VA166VN-0668@0.5825,0.2376,0.0052,0.0095",
urn:cite:op:leiden1.41,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@α[4],"urn:cite:hmt:vaimg.VA166VN-0668@0.5909,0.2373,0.0122,0.0061",
urn:cite:op:leiden1.42,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ν,"urn:cite:hmt:vaimg.VA166VN-0668@0.6031,0.2373,0.0085,0.0092",
urn:cite:op:leiden1.43,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@τ,"urn:cite:hmt:vaimg.VA166VN-0668@0.6134,0.2365,0.0074,0.0081",
urn:cite:op:leiden1.44,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@α[5],"urn:cite:hmt:vaimg.VA166VN-0668@0.6212,0.2359,0.0092,0.0075",
urn:cite:op:leiden1.45,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@σ,"urn:cite:hmt:vaimg.VA166VN-0668@0.6311,0.2345,0.0133,0.0106",
urn:cite:op:leiden1.46,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@δ[2],"urn:cite:hmt:vaimg.VA166VN-0668@0.644,0.2273,0.0173,0.0195",
urn:cite:op:leiden1.47,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ο,"urn:cite:hmt:vaimg.VA166VN-0668@0.6614,0.2362,0.0063,0.0081",
urn:cite:op:leiden1.48,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ι[3],"urn:cite:hmt:vaimg.VA166VN-0668@0.6687,0.2365,0.0048,0.0075",
urn:cite:op:leiden1.49,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ο[2],"urn:cite:hmt:vaimg.VA166VN-0668@0.6739,0.2365,0.0074,0.007",
urn:cite:op:leiden1.50,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@υ,"urn:cite:hmt:vaimg.VA166VN-0668@0.6817,0.2334,0.0092,0.0109",
urn:cite:op:leiden1.51,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@σ[2],"urn:cite:hmt:vaimg.VA166VN-0668@0.6894,0.2348,0.0114,0.0075",
urn:cite:op:leiden1.52,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ι[4],"urn:cite:hmt:vaimg.VA166VN-0668@0.7052,0.2371,0.0077,0.0117",
urn:cite:op:leiden1.53,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@στ,"urn:cite:hmt:vaimg.VA166VN-0668@0.7185,0.2354,0.0114,0.0087",στ ligature
urn:cite:op:leiden1.54,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@a[6],"urn:cite:hmt:vaimg.VA166VN-0668@0.7303,0.2348,0.0103,0.0098",
urn:cite:op:leiden1.55,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ν[2],"urn:cite:hmt:vaimg.VA166VN-0668@0.7414,0.2337,0.0103,0.0134",
urn:cite:op:leiden1.56,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@τ[2],"urn:cite:hmt:vaimg.VA166VN-0668@0.7524,0.2334,0.007,0.0128",
urn:cite:op:leiden1.57,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@ο[3],"urn:cite:hmt:vaimg.VA166VN-0668@0.7591,0.2334,0.0066,0.0109",
urn:cite:op:leiden1.58,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@φ[2],"urn:cite:hmt:vaimg.VA166VN-0668@0.7735,0.229,0.0129,0.0206",
urn:cite:op:leiden1.59,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@α[7],"urn:cite:hmt:vaimg.VA166VN-0668@0.7871,0.2351,0.0114,0.0067",
urn:cite:op:leiden1.60,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@λ,"urn:cite:hmt:vaimg.VA166VN-0668@0.7923,0.2326,0.0192,0.017",
urn:cite:op:leiden1.61,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@α[8],"urn:cite:hmt:vaimg.VA166VN-0668@0.8103,0.2334,0.0114,0.0078",
urn:cite:op:leiden1.62,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@γ,"urn:cite:hmt:vaimg.VA166VN-0668@0.814,0.2337,0.0096,0.0114",
urn:cite:op:leiden1.63,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@γ[2],"urn:cite:hmt:vaimg.VA166VN-0668@0.8203,0.2337,0.0103,0.0128",
urn:cite:op:leiden1.64,urn:cts:greekLit:tlg0012.tlg001.msA:13.126@εσ,"urn:cite:hmt:vaimg.VA166VN-0668@0.828,0.2273,0.0291,0.0151",εσ ligature
urn:cite:op:leiden1.65,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ε,"urn:cite:hmt:vaimg.VA168RN-0339@0.179,0.2059,0.016,0.021",
urn:cite:op:leiden1.66,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@κ,"urn:cite:hmt:vaimg.VA168RN-0339@0.2,0.2126,0.014,0.0135",
urn:cite:op:leiden1.67,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@τ,"urn:cite:hmt:vaimg.VA168RN-0339@0.216,0.2149,0.011,0.012",
urn:cite:op:leiden1.68,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ο,"urn:cite:hmt:vaimg.VA168RN-0339@0.223,0.2149,0.011,0.012",
urn:cite:op:leiden1.69,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ρ,"urn:cite:hmt:vaimg.VA168RN-0339@0.231,0.2179,0.011,0.012",
urn:cite:op:leiden1.70,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ι,"urn:cite:hmt:vaimg.VA168RN-0339@0.241,0.2149,0.008,0.0128",
urn:cite:op:leiden1.71,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@δ,"urn:cite:hmt:vaimg.VA168RN-0339@0.251,0.2111,0.015,0.0135",
urn:cite:op:leiden1.72,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ε[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.265,0.2111,0.015,0.0128",
urn:cite:op:leiden1.73,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@π,"urn:cite:hmt:vaimg.VA168RN-0339@0.28,0.2126,0.015,0.0135",
urn:cite:op:leiden1.74,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ρ[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.294,0.2164,0.012,0.012",
urn:cite:op:leiden1.75,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ο[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.304,0.2149,0.012,0.012",
urn:cite:op:leiden1.76,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@π[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.316,0.2149,0.013,0.012",
urn:cite:op:leiden1.77,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@α,"urn:cite:hmt:vaimg.VA168RN-0339@0.327,0.2149,0.013,0.012",
urn:cite:op:leiden1.78,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ρ[3],"urn:cite:hmt:vaimg.VA168RN-0339@0.339,0.2164,0.011,0.0113",
urn:cite:op:leiden1.79,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ο[3],"urn:cite:hmt:vaimg.VA168RN-0339@0.348,0.2141,0.011,0.0113",
urn:cite:op:leiden1.80,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ι[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.356,0.2164,0.01,0.009",
urn:cite:op:leiden1.81,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@θ,"urn:cite:hmt:vaimg.VA168RN-0339@0.365,0.2156,0.015,0.0098",
