Observation,TextUrn,Image,Comments
urn:cite:op:165r.01,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ε,"urn:cite:hmt:vaimg.VA165RN-0336@0.2,0.1983,0.026,0.0248",
urn:cite:op:165r.02,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ξ,"urn:cite:hmt:vaimg.VA165RN-0336@0.212,0.2096,0.017,0.0225",
urn:cite:op:165r.03,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ο,"urn:cite:hmt:vaimg.VA165RN-0336@0.222,0.2074,0.017,0.0225",
urn:cite:op:165r.04,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@υ,"urn:cite:hmt:vaimg.VA165RN-0336@0.234,0.2096,0.014,0.0173",
urn:cite:op:165r.05,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@σ,"urn:cite:hmt:vaimg.VA165RN-0336@0.244,0.2081,0.014,0.0173",
urn:cite:op:165r.06,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ι,"urn:cite:hmt:vaimg.VA165RN-0336@0.249,0.2081,0.014,0.0173",
urn:cite:op:165r.07,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ν,"urn:cite:hmt:vaimg.VA165RN-0336@0.2619,0.2082,0.0129,0.0148",
urn:cite:op:165r.08,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@γ,"urn:cite:hmt:vaimg.VA165RN-0336@0.2725,0.209,0.0158,0.0192",
urn:cite:op:165r.09,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@α,"urn:cite:hmt:vaimg.VA165RN-0336@0.2851,0.2104,0.0133,0.0162",
urn:cite:op:165r.10,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ρ,"urn:cite:hmt:vaimg.VA165RN-0336@0.2965,0.2118,0.0122,0.0173",
urn:cite:op:165r.11,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@π,"urn:cite:hmt:vaimg.VA165RN-0336@0.3083,0.2118,0.0214,0.0148",
urn:cite:op:165r.12,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@α[2],"urn:cite:hmt:vaimg.VA165RN-0336@0.3267,0.2124,0.014,0.0103",
urn:cite:op:165r.13,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ν[2],"urn:cite:hmt:vaimg.VA165RN-0336@0.3374,0.2135,0.0151,0.0128",
urn:cite:op:165r.14,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@τ,"urn:cite:hmt:vaimg.VA165RN-0336@0.3495,0.214,0.0118,0.0123",
urn:cite:op:165r.15,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@α[3],"urn:cite:hmt:vaimg.VA165RN-0336@0.3591,0.214,0.0147,0.0123",
urn:cite:op:165r.16,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@σ[2],"urn:cite:hmt:vaimg.VA165RN-0336@0.3717,0.2135,0.0169,0.0136",
urn:cite:op:165r.17,urn:cts:greekLit:tlg0012.tlg001.msA:13.51@ε[2],"urn:cite:hmt:vaimg.VA165RN-0336@0.3849,0.2057,0.0158,0.0253",
